ts,cmd_idx,id,mode,goal,actual
1775156198.18527,0,1.0,3.0,0.0,3.192214012145996
1775156198.18527,0,2.0,3.0,0.0,7.2419233322143555
1775156198.18527,0,3.0,3.0,0.0,2.9513790607452393
1775156198.18527,0,4.0,3.0,0.0,1.8515148162841797
1775156233.7188833,0,1.0,3.0,0.0,0.003067961661145091
1775156233.7188833,0,2.0,3.0,0.0,5.945709705352783
1775156233.7188833,0,3.0,3.0,0.0,2.9513790607452393
1775156233.7188833,0,4.0,3.0,0.0,1.8515148162841797
1775156246.6142497,0,1.0,3.0,0.0,3.140058755874634
1775156246.6142497,0,2.0,3.0,0.0,5.947243690490723
1775156246.6142497,0,3.0,3.0,0.0,2.9513790607452393
1775156246.6142497,0,4.0,3.0,0.0,1.8515148162841797
1775156252.0379338,0,1.0,3.0,0.0,3.242835283279419
1775156252.0379338,0,2.0,3.0,0.0,5.947243690490723
1775156252.0379338,0,3.0,3.0,0.0,2.9513790607452393
1775156252.0379338,0,4.0,3.0,0.0,1.8515148162841797
1775156306.8505175,0,1.0,3.0,0.0,3.597184896469116
1775156306.8505175,0,2.0,3.0,0.0,6.022408485412598
1775156306.8505175,0,3.0,3.0,0.0,2.9529130458831787
1775156306.8505175,0,4.0,3.0,0.0,1.8545827865600586
1775156314.7062852,0,1.0,3.0,0.0,5.997864723205566
1775156314.7062852,0,2.0,3.0,0.0,6.0147385597229
1775156314.7062852,0,3.0,3.0,0.0,2.9513790607452393
1775156314.7062852,0,4.0,3.0,0.0,1.8545827865600586
1775156319.2339218,0,1.0,3.0,0.0,6.275515556335449
1775156319.2339218,0,2.0,3.0,0.0,6.013204574584961
1775156319.2339218,0,3.0,3.0,0.0,2.9529130458831787
1775156319.2339218,0,4.0,3.0,0.0,1.8545827865600586
1775156352.7839384,0,1.0,3.0,0.0,3.600252866744995
1775156352.7839384,0,2.0,3.0,0.0,6.0147385597229
1775156352.7839384,0,3.0,3.0,0.0,2.9513790607452393
1775156352.7839384,0,4.0,3.0,0.0,1.8545827865600586
1775156361.5674763,0,1.0,3.0,0.0,3.5987188816070557
1775156361.5674763,0,2.0,3.0,0.0,6.0147385597229
1775156361.5674763,0,3.0,3.0,0.0,2.9513790607452393
1775156361.5674763,0,4.0,3.0,0.0,1.8545827865600586
1775156371.6788921,0,1.0,3.0,0.0,3.5987188816070557
1775156371.6788921,0,2.0,3.0,0.0,6.0147385597229
1775156371.6788921,0,3.0,3.0,0.0,2.9513790607452393
1775156371.6788921,0,4.0,3.0,0.0,1.8545827865600586
