ts,cmd_idx,id,mode,goal,actual
1775156994.457422,0,1.0,3.0,0.0,3.5987188816070557
1775156994.457422,0,2.0,3.0,0.0,5.933437824249268
1775156994.457422,0,3.0,3.0,0.0,2.9498450756073
1775156994.457422,0,4.0,3.0,0.0,1.8545827865600586
1775157009.4805875,0,1.0,3.0,0.0,3.600252866744995
1775157009.4805875,0,2.0,3.0,0.0,3.0848352909088135
1775157009.4805875,0,3.0,3.0,0.0,2.9513790607452393
1775157009.4805875,0,4.0,3.0,0.0,1.8545827865600586
1775157019.5441349,0,1.0,3.0,0.0,3.5987188816070557
1775157019.5441349,0,2.0,3.0,0.0,0.016873788088560104
1775157019.5441349,0,3.0,3.0,0.0,2.9513790607452393
1775157019.5441349,0,4.0,3.0,0.0,1.856116771697998
1775157031.4312856,0,1.0,3.0,0.0,3.597184896469116
1775157031.4312856,0,2.0,3.0,0.0,6.224894046783447
1775157031.4312856,0,3.0,3.0,0.0,2.9513790607452393
1775157031.4312856,0,4.0,3.0,0.0,1.856116771697998
1775157460.6339366,0,1.0,3.0,0.0,3.600252866744995
1775157460.6339366,0,2.0,3.0,0.0,3.1385247707366943
1775157460.6339366,0,3.0,3.0,0.0,2.9513790607452393
1775157460.6339366,0,4.0,3.0,0.0,1.856116771697998
