ts,cmd_idx,id,mode,goal,actual
1775155912.2240274,0,1.0,3.0,0.0,-1.0
1775155912.2240274,0,2.0,3.0,0.0,-1.0
1775155912.2240274,0,3.0,3.0,0.0,2.92069935798645
1775155912.2240274,0,4.0,3.0,0.0,1.8607187271118164
1775155915.8396862,0,1.0,3.0,0.0,-1.0
1775155915.8396862,0,2.0,3.0,0.0,-1.0
1775155915.8396862,0,3.0,3.0,0.0,2.9452431201934814
1775155915.8396862,0,4.0,3.0,0.0,1.8607187271118164
1775155920.0314987,0,1.0,3.0,0.0,-1.0
1775155920.0314987,0,2.0,3.0,0.0,-1.0
1775155920.0314987,0,3.0,3.0,0.0,2.9222333431243896
1775155920.0314987,0,4.0,3.0,0.0,1.8607187271118164
1775155926.5110354,0,1.0,3.0,0.0,-1.0
1775155926.5110354,0,2.0,3.0,0.0,-1.0
1775155926.5110354,0,3.0,3.0,0.0,2.535670280456543
1775155926.5110354,0,4.0,3.0,0.0,1.8622527122497559
1775155951.2774475,0,1.0,3.0,0.0,-1.0
1775155951.2774475,0,2.0,3.0,0.0,-1.0
1775155951.2774475,0,3.0,3.0,0.0,1.3621749877929688
1775155951.2774475,0,4.0,3.0,0.0,1.8607187271118164
1775155959.1331022,0,1.0,3.0,0.0,-1.0
1775155959.1331022,0,2.0,3.0,0.0,-1.0
1775155959.1331022,0,3.0,3.0,0.0,2.560214042663574
1775155959.1331022,0,4.0,3.0,0.0,1.8607187271118164
1775155965.5649347,0,1.0,3.0,0.0,-1.0
1775155965.5649347,0,2.0,3.0,0.0,-1.0
1775155965.5649347,0,3.0,3.0,0.0,0.3942330479621887
1775155965.5649347,0,4.0,3.0,0.0,1.8607187271118164
1775155970.0444872,0,1.0,3.0,0.0,-1.0
1775155970.0444872,0,2.0,3.0,0.0,-1.0
1775155970.0444872,0,3.0,3.0,0.0,5.6235737800598145
1775155970.0444872,0,4.0,3.0,0.0,1.8607187271118164
1775155996.267228,0,1.0,3.0,0.0,-1.0
1775155996.267228,0,2.0,3.0,0.0,-1.0
1775155996.267228,0,3.0,3.0,0.0,2.9483110904693604
1775155996.267228,0,4.0,3.0,0.0,2.2994372844696045
1775156016.6018991,0,1.0,3.0,0.0,-1.0
1775156016.6018991,0,2.0,3.0,0.0,-1.0
1775156016.6018991,0,3.0,3.0,0.0,2.9483110904693604
1775156016.6018991,0,4.0,3.0,0.0,3.4391849040985107
1775156023.8814468,0,1.0,3.0,0.0,-1.0
1775156023.8814468,0,2.0,3.0,0.0,-1.0
1775156023.8814468,0,3.0,3.0,0.0,2.9483110904693604
1775156023.8814468,0,4.0,3.0,0.0,2.9973983764648438
1775156031.8810174,0,1.0,3.0,0.0,-1.0
1775156031.8810174,0,2.0,3.0,0.0,-1.0
1775156031.8810174,0,3.0,3.0,0.0,2.9513790607452393
1775156031.8810174,0,4.0,3.0,0.0,0.7531845569610596
1775156188.3357847,0,1.0,3.0,0.0,3.1860780715942383
1775156188.3357847,0,2.0,3.0,0.0,7.329360008239746
1775156188.3357847,0,3.0,3.0,0.0,2.9513790607452393
1775156188.3357847,0,4.0,3.0,0.0,1.8515148162841797
