ts,cmd_idx,id,mode,goal,actual
1775156387.5479312,0,1.0,3.0,0.0,3.600252866744995
1775156387.5479312,0,2.0,3.0,0.0,6.280117511749268
1775156387.5479312,0,3.0,3.0,0.0,2.9513790607452393
1775156387.5479312,0,4.0,3.0,0.0,1.8545827865600586
1775156397.9953487,0,1.0,3.0,0.0,3.600252866744995
1775156397.9953487,0,2.0,3.0,0.0,6.280117511749268
1775156397.9953487,0,3.0,3.0,0.0,2.9513790607452393
1775156397.9953487,0,4.0,3.0,0.0,1.8545827865600586
1775156404.9068916,0,1.0,3.0,0.0,3.600252866744995
1775156404.9068916,0,2.0,3.0,0.0,6.280117511749268
1775156404.9068916,0,3.0,3.0,0.0,2.9513790607452393
1775156404.9068916,0,4.0,3.0,0.0,1.8545827865600586
1775156436.4090714,0,1.0,3.0,0.0,3.600252866744995
1775156436.4090714,0,2.0,3.0,0.0,6.30619478225708
1775156436.4090714,0,3.0,3.0,0.0,2.9498450756073
1775156436.4090714,0,4.0,3.0,0.0,1.8545827865600586
