Bag_Time,M1_ID,M1_Mode,M1_Pos_rad,M1_Vel_rads,M1_Curr_Amps,M1_Volt,M2_ID,M2_Mode,M2_Pos_rad,M2_Vel_rads,M2_Curr_Amps,M2_Volt
1776139365.3523417,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.199999809265137,2.0,3.0,3.3026607036590576,0.0,-0.003000000026077032,12.0
1776139365.3683057,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.199999809265137,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139365.384232,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.199999809265137,2.0,3.0,3.3026607036590576,0.0,-0.003000000026077032,12.0
1776139365.400222,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.199999809265137,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139365.4162967,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.199999809265137,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139365.432229,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.199999809265137,2.0,3.0,3.3026607036590576,0.0,-0.003000000026077032,12.0
1776139365.4482958,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.199999809265137,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139365.4642918,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.199999809265137,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139365.4804778,1.0,3.0,3.6493403911590576,0.0,-0.003000000026077032,12.199999809265137,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139365.4965029,1.0,3.0,3.650874376296997,0.0,-0.0020000000949949026,12.199999809265137,2.0,3.0,3.3026607036590576,0.0,-0.004999999888241291,12.0
1776139365.512381,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004999999888241291,12.0
1776139365.528344,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004999999888241291,12.0
1776139365.5442631,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139365.560252,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139365.5763059,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139365.5923436,1.0,3.0,3.650874376296997,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.003000000026077032,12.0
1776139365.6081734,1.0,3.0,3.650874376296997,0.0,-0.003000000026077032,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004999999888241291,12.0
1776139365.6242273,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139365.6402252,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139365.6564212,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139365.6723275,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004999999888241291,12.0
1776139365.6881943,1.0,3.0,3.6493403911590576,0.0,-0.003000000026077032,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139365.704315,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139365.720242,1.0,3.0,3.6493403911590576,0.0,-0.003000000026077032,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139365.7363422,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139365.7521877,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139365.7682555,1.0,3.0,3.6493403911590576,0.0,-0.003000000026077032,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139365.784366,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139365.8002272,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004999999888241291,12.0
1776139365.8163679,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139365.832283,1.0,3.0,3.650874376296997,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.003000000026077032,12.0
1776139365.848185,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139365.8642032,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004999999888241291,12.0
1776139365.8801823,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004999999888241291,12.0
1776139365.8963192,1.0,3.0,3.6493403911590576,0.0,-0.003000000026077032,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139365.912273,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139365.9282818,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139365.9441485,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139365.9601977,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.003000000026077032,12.0
1776139365.976265,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004999999888241291,12.0
1776139365.9923468,1.0,3.0,3.650874376296997,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.0083191,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.003000000026077032,12.0
1776139366.024286,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.0402439,1.0,3.0,3.650874376296997,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.056318,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.0722673,1.0,3.0,3.650874376296997,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.0884109,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.104157,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.003000000026077032,12.0
1776139366.1201801,1.0,3.0,3.6493403911590576,0.0,-0.003000000026077032,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.1361296,1.0,3.0,3.6493403911590576,0.0,-0.003000000026077032,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.1521523,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004999999888241291,12.0
1776139366.1681833,1.0,3.0,3.650874376296997,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004999999888241291,12.0
1776139366.1842077,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.304194688796997,0.0,-0.004000000189989805,12.0
1776139366.2002084,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004999999888241291,12.0
1776139366.2162778,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.006000000052154064,12.0
1776139366.2323313,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.2483354,1.0,3.0,3.650874376296997,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.264151,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.2803407,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004999999888241291,12.0
1776139366.2962923,1.0,3.0,3.650874376296997,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004999999888241291,12.0
1776139366.3122582,1.0,3.0,3.650874376296997,0.0,-0.003000000026077032,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.328408,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.3443727,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.3604596,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.3764067,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.392541,1.0,3.0,3.6493403911590576,0.0,-0.003000000026077032,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.4082868,1.0,3.0,3.650874376296997,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004999999888241291,12.0
1776139366.4242656,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.440276,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.4562135,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.472288,1.0,3.0,3.650874376296997,0.0,-0.003000000026077032,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.4881988,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.5043833,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.520378,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.5362637,1.0,3.0,3.6493403911590576,0.0,-0.003000000026077032,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.006000000052154064,12.0
1776139366.5522354,1.0,3.0,3.6493403911590576,0.0,-0.003000000026077032,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.568188,1.0,3.0,3.650874376296997,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.5842338,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.6002393,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.616161,1.0,3.0,3.650874376296997,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.6321273,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.6481087,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.6642249,1.0,3.0,3.6493403911590576,0.0,-0.003000000026077032,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.6801815,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004999999888241291,12.0
1776139366.69617,1.0,3.0,3.650874376296997,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004999999888241291,12.0
1776139366.7122126,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.728221,1.0,3.0,3.650874376296997,0.0,-0.003000000026077032,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.744275,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.7602484,1.0,3.0,3.650874376296997,0.0,-0.003000000026077032,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004999999888241291,12.0
1776139366.7762487,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004999999888241291,12.0
1776139366.792254,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.8083353,1.0,3.0,3.6493403911590576,0.0,-0.003000000026077032,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004999999888241291,12.0
1776139366.8241756,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.8402617,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.8561783,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.8721254,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.8881738,1.0,3.0,3.650874376296997,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004999999888241291,12.0
1776139366.904095,1.0,3.0,3.650874376296997,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.920155,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.9361076,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.9522274,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139366.9681642,1.0,3.0,3.6493403911590576,0.0,-0.003000000026077032,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004999999888241291,12.0
1776139366.984117,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139367.0002096,1.0,3.0,3.6493403911590576,0.0,-0.003000000026077032,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.003000000026077032,12.0
1776139367.0161657,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139367.0322566,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139367.0482342,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139367.0641553,1.0,3.0,3.650874376296997,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139367.0802317,1.0,3.0,3.650874376296997,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139367.0962908,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139367.1121714,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139367.1282218,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139367.1442394,1.0,3.0,3.6493403911590576,0.0,-0.003000000026077032,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.003000000026077032,12.0
1776139367.1601017,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.003000000026077032,12.0
1776139367.1761827,1.0,3.0,3.650874376296997,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.003000000026077032,12.0
1776139367.1921415,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139367.2082417,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139367.2244802,1.0,3.0,3.650874376296997,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139367.2401931,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139367.2561855,1.0,3.0,3.6493403911590576,0.0,-0.003000000026077032,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004999999888241291,12.0
1776139367.2722757,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
1776139367.2882214,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.304194688796997,0.0,-0.004000000189989805,12.0
1776139367.30404,1.0,3.0,3.6493403911590576,0.0,-0.0020000000949949026,12.100000381469727,2.0,3.0,3.3026607036590576,0.0,-0.004000000189989805,12.0
